URN,Provision type,Registration Status,Sector,Owner,Source
SC438648,Children's home,Active,Private,Benecare Limited,ofsted-spreadsheets
SC438764,Children's home,Active,Private,Potton Homes Ltd,ofsted-spreadsheets
SC439116,Children's home,Active,Private,Aspireone Care Ltd,ofsted-spreadsheets
SC439535,Children's home,Active,Private,Pebbles Care Limited,ofsted-spreadsheets
SC439956,Children's home,Active,Private,Active Ark Limited,ofsted-spreadsheets
SC440014,Children's home,Active,Private,Horizon Care Limited,ofsted-spreadsheets
SC440170,Children's home,Active,Private,Educare Adolescent Services Limited,ofsted-spreadsheets
SC441080,Children's home,Active,Private,Bryn Melyn Care,ofsted-spreadsheets
SC441410,Children's home,Active,Private,Inspire Childrens Services Limited,ofsted-spreadsheets
SC441514,Children's home,Active,Private,Priory Education Services Limited 06244880,ofsted-spreadsheets
SC441591,Children's home,Active,Private,Aspire Residential Care Home Ltd,ofsted-spreadsheets
SC441717,Children's home,Active,Private,Partners in Care Limited,ofsted-spreadsheets
SC441978,Children's home,Active,Private,A Wilderness Way Ltd,ofsted-spreadsheets
SC442401,Children's home,Active,Private,Roc Northwest Ltd,ofsted-spreadsheets
SC442402,Children's home,Active,Private,Roc Northwest Ltd,ofsted-spreadsheets
SC442864,Children's home,Active,Private,Meadows Care Ltd,ofsted-spreadsheets
SC443009,Children's home,Active,Private,Barnardiston Hall Preparatory School Limited,ofsted-spreadsheets
SC443079,Children's home,Active,Private,Crossways Care Ltd,ofsted-spreadsheets
SC443708,Children's home,Active,Private,Physis Quantum Limited,ofsted-spreadsheets
SC443765,Children's home,Active,Private,ABC Care and Education Ltd,ofsted-spreadsheets
SC443959,Children's home,Active,Private,Priory New Education Services Limited 07221650,ofsted-spreadsheets
SC444289,Children's home,Active,Private,Pear Tree Projects Limited,ofsted-spreadsheets
SC444352,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC444869,Children's home,Active,Private,Hopedale Children and Family Services Limited,ofsted-spreadsheets
SC446152,Children's home,Active,Private,N H Care Limited 6038073,ofsted-spreadsheets
SC446261,Children's home,Active,Private,Footsteps A Path To Change 08 Limited,ofsted-spreadsheets
SC446325,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC447457,Children's home,Active,Private,Oakley House Childrens Home Limited,ofsted-spreadsheets
SC447645,Children's home,Active,Private,Unity Residential Care Services,ofsted-spreadsheets
SC447742,Children's home,Resigned,Private,Woodlands House (Birmingham) Limited,ofsted-spreadsheets
SC447768,Children's home,Active,Private,Headway Adolescent Resources Limited,ofsted-spreadsheets
SC448129,Children's home,Active,Private,Keswick Care Limited,ofsted-spreadsheets
SC448209,Residential special school (registered as a children's home),Active,Private,Amberleigh Care Limited,ofsted-spreadsheets
SC448598,Children's home,Active,Private,Broadwood Residential Limited,ofsted-spreadsheets
SC448693,Children's home,Active,Private,Amelia's House Limited,ofsted-spreadsheets
SC448997,Children's home,Active,Private,Moonreach Ltd,ofsted-spreadsheets
SC449099,Children's home,Active,Private,Quantum Care UK Limited,ofsted-spreadsheets
SC449155,Children's home,Active,Private,The Amicus Community Arundel Limited,ofsted-spreadsheets
SC449245,Children's home,Active,Private,Bryn Melyn Care,ofsted-spreadsheets
SC449954,Children's home,Active,Private,Total Care Matters Limited,ofsted-spreadsheets
SC450701,Children's home,Active,Private,Owned by an individual,ofsted-spreadsheets
SC450728,Children's home,Active,Private,Time-Out Children's Homes Limited,ofsted-spreadsheets
SC450992,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC450994,Children's home,Active,Private,Direct Care Ltd,ofsted-spreadsheets
SC451152,Children's home,Active,Private,Stanfield Care Services Limited,ofsted-spreadsheets
SC451174,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC451819,Children's home,Active,Private,Wessex College,ofsted-spreadsheets
SC452009,Children's home,Active,Private,Crossways Care Ltd,ofsted-spreadsheets
SC452107,Children's home,Active,Private,Semi-Independent House Limited,ofsted-spreadsheets
SC452461,Residential special school (registered as a children's home),Active,Private,SES Turnstone Limited,ofsted-spreadsheets
SC452713,Children's home,Active,Private,Greenfields Adolescent Development Limited,ofsted-spreadsheets
SC453372,Children's home,Active,Private,owned by an individual,ofsted-spreadsheets
SC453726,Children's home,Active,Private,Aston Children's Care Ltd,ofsted-spreadsheets
SC454035,Children's home,Active,Private,Lytham Care Limited,ofsted-spreadsheets
SC454265,Children's home,Active,Private,2nd Nurture Ltd,ofsted-spreadsheets
SC454266,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC454647,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC454688,Children's home,Active,Private,Key Change Children's Service Limited,ofsted-spreadsheets
SC454838,Children's home,Active,Private,The Partnership of Care Today Children's Services,ofsted-spreadsheets
SC454901,Children's home,Active,Private,Broadwood Residential Limited,ofsted-spreadsheets
SC455338,Children's home,Active,Private,Oracle Care Limited,ofsted-spreadsheets
SC455864,Children's home,Active,Private,Holme Farm Residential Village Limited,ofsted-spreadsheets
SC455991,Children's home,Active,Private,Cambian Signpost Limited,ofsted-spreadsheets
SC456149,Children's home,Active,Private,Bright Futures Care Limited T/A Cornerstones,ofsted-spreadsheets
SC456157,Children's home,Active,Private,Bright Futures Care Limited T/A Cornerstones,ofsted-spreadsheets
SC456271,Children's home,Active,Private,Nurture Childcare Services Ltd,ofsted-spreadsheets
SC456330,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC456347,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC456405,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC456409,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC456413,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC456416,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC456417,Children's home,Active,Private,Good Foundations Limited,ofsted-spreadsheets
SC456418,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC456419,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC456474,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC456477,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC456532,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC456535,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC456537,Children's home,Active,Private,Bright Futures Care Limited T/A Cornerstones,ofsted-spreadsheets
SC456539,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC456542,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC456543,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC456602,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC456719,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC456726,Children's home,Resigned,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC456729,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC456795,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC456798,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC456800,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC456846,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC456850,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC456857,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC456863,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC456910,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC456911,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC456942,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC456959,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC456964,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC457012,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC457013,Children's home,Active,Private,Motivations Activity Projects Ltd,ofsted-spreadsheets
SC457025,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC457068,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC457074,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC457089,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC457132,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC457137,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC457139,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC457175,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC457180,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC457181,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC457182,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC457183,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC457254,Children's home,Active,Private,North Lakes Children's Services Limited,ofsted-spreadsheets
SC457266,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC457272,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC457308,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC457318,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC457327,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC457430,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC457433,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC457434,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC457488,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC457500,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC457501,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC457506,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC457553,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC457567,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC457573,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC457621,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC457639,Children's home,Active,Private,Parkview Care (broadstairs) Limited,ofsted-spreadsheets
SC457923,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC458027,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC458028,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC458070,Residential special school (registered as a children's home),Active,Private,Cambian Autism Services Ltd,ofsted-spreadsheets
SC458352,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC458422,Children's home,Active,Private,Virgin Care Limited,ofsted-spreadsheets
SC458429,Children's home,Active,Private,Virgin Care Limited,ofsted-spreadsheets
SC458430,Children's home,Active,Private,Virgin Care Limited,ofsted-spreadsheets
SC458431,Children's home,Active,Private,Virgin Care Limited,ofsted-spreadsheets
SC458746,Children's home,Active,Private,Silverlining Childcare,ofsted-spreadsheets
SC458811,Children's home,Active,Private,Phoenix Learning And Care Ltd,ofsted-spreadsheets
SC458812,Children's home,Active,Private,Phoenix Learning And Care Ltd,ofsted-spreadsheets
SC459107,Children's home,Active,Private,Radical Services Ltd,ofsted-spreadsheets
SC459168,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC459354,Children's home,Active,Private,Jamores Limited,ofsted-spreadsheets
SC459934,Children's home,Active,Private,Quantum Care UK Limited,ofsted-spreadsheets
SC460063,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC460593,Children's home,Active,Private,Meadows Care Ltd,ofsted-spreadsheets
SC460671,Children's home,Active,Private,Moonreach Ltd,ofsted-spreadsheets
SC460740,Children's home,Active,Private,owned by an individual,ofsted-spreadsheets
SC460761,Children's home,Active,Private,Crossway Services Limited,ofsted-spreadsheets
SC460800,Children's home,Active,Private,Crystal Care Solutions Limited Company Number 05952454,ofsted-spreadsheets
SC460973,Children's home,Active,Private,Reflexion Care Group Limited,ofsted-spreadsheets
SC461240,Children's home,Active,Private,Care Focus Limited,ofsted-spreadsheets
SC461275,Children's home,Active,Private,Hillcrest Childrens Services (2) Limited,ofsted-spreadsheets
SC461450,Children's home,Active,Private,Harmony Childrens Services Ltd,ofsted-spreadsheets
SC461781,Children's home,Active,Private,New Forest Care Ltd,ofsted-spreadsheets
SC461787,Children's home,Resigned,Private,Care Assist Children's Services Limited,ofsted-spreadsheets
SC461846,Children's home,Active,Private,Pathways Care Group Limited,ofsted-spreadsheets
SC461865,Children's home,Active,Private,Heartwood RSW Ltd,ofsted-spreadsheets
SC461938,Children's home,Active,Private,Crystal Care Solutions Limited Company Number 05952454,ofsted-spreadsheets
SC462148,Children's home,Active,Private,Pathway Care Solutions Ii Ltd,ofsted-spreadsheets
SC462149,Children's home,Active,Private,Pathway Care Solutions Ii Ltd,ofsted-spreadsheets
SC462450,Children's home,Active,Private,Satash Community Care Project Limited,ofsted-spreadsheets
SC462591,Children's home,Active,Private,G B A Care Ltd,ofsted-spreadsheets
SC462593,Children's home,Active,Private,G B A Care Ltd,ofsted-spreadsheets
SC462631,Children's home,Active,Private,owned by an individual,ofsted-spreadsheets
SC462729,Children's home,Active,Private,Surecare Residential Ltd,ofsted-spreadsheets
SC462809,Children's home,Active,Private,ERA Care Limited 5921904,ofsted-spreadsheets
SC462951,Children's home,Active,Private,ERA Care Limited 5921904,ofsted-spreadsheets
SC463188,Children's home,Active,Private,Prestige Adolescent Care And Education Limited,ofsted-spreadsheets
SC463386,Residential special school (registered as a children's home),Active,Private,Rushcliffe Specialist Schools (Mickleover) Ltd,ofsted-spreadsheets
SC463431,Children's home,Active,Private,Phoenix Learning And Care Ltd,ofsted-spreadsheets
SC463558,Children's home,Active,Private,The Serendipity Centre Limited,ofsted-spreadsheets
SC463639,Children's home,Active,Private,Aston Children's Care Ltd,ofsted-spreadsheets
SC463647,Children's home,Active,Private,Phoenix Learning And Care Ltd,ofsted-spreadsheets
SC463852,Children's home,Active,Private,Horizon Care And Education Group Limited,ofsted-spreadsheets
SC463926,Children's home,Active,Private,Bay View Child Care Limited,ofsted-spreadsheets
SC464249,Children's home,Active,Private,Thoughts of Others Ltd,ofsted-spreadsheets
SC464532,Children's home,Active,Private,Alicie Enterprises Limited,ofsted-spreadsheets
SC464630,Children's home,Active,Private,Aspirations Care Limited,ofsted-spreadsheets
SC464759,Children's home,Active,Private,Blue Mountain Homes Ltd,ofsted-spreadsheets
SC464809,Children's home,Active,Private,Roc Northwest Ltd,ofsted-spreadsheets
SC464958,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC465079,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC465120,Children's home,Active,Private,What's Out There Limited,ofsted-spreadsheets
SC465475,Children's home,Active,Private,Right-Trak Limited,ofsted-spreadsheets
SC465579,Children's home,Active,Private,Benecare Limited,ofsted-spreadsheets
SC465588,Children's home,Active,Private,White Orchid Care Limited,ofsted-spreadsheets
SC465634,Children's home,Active,Private,Active Ark Limited,ofsted-spreadsheets
SC465940,Children's home,Active,Private,Priory Education Services Limited 06244880,ofsted-spreadsheets
SC466378,Children's home,Active,Private,Children Assisted in a Real Environment (care) Ltd,ofsted-spreadsheets
SC466786,Children's home,Active,Private,The Beeches UK Ltd,ofsted-spreadsheets
SC467004,Children's home,Active,Private,Aspire House Partnership,ofsted-spreadsheets
SC467115,Children's home,Active,Private,Plus One (South West) Ltd,ofsted-spreadsheets
SC467155,Children's home,Active,Private,Priory Education Services Limited 06244880,ofsted-spreadsheets
SC467264,Children's home,Active,Private,N H Care Limited 6038073,ofsted-spreadsheets
SC467268,Children's home,Active,Private,The Partnership of Care Today Children's Services,ofsted-spreadsheets
SC467704,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC467847,Children's home,Active,Private,Oak House Childrens Homes Ltd,ofsted-spreadsheets
SC468315,Children's home,Active,Private,Chartwell Care Services Ltd,ofsted-spreadsheets
SC468325,Children's home,Active,Private,Chartwell Care Services Ltd,ofsted-spreadsheets
SC468747,Children's home,Active,Private,Idem Living Ltd,ofsted-spreadsheets
SC469396,Children's home,Active,Private,Acorn Homes (uk) Ltd,ofsted-spreadsheets
SC469686,Children's home,Active,Private,Oracle Care Limited,ofsted-spreadsheets
SC469761,Children's home,Active,Private,Unity Residential Care Services,ofsted-spreadsheets
SC470224,Children's home,Active,Private,Halliwell Homes Limited,ofsted-spreadsheets
SC470284,Children's home,Active,Private,Motivations Activity Projects Ltd,ofsted-spreadsheets
SC470290,Children's home,Active,Private,Headway Adolescent Resources Limited,ofsted-spreadsheets
SC470413,Children's home,Active,Private,Unity Residential Care Services,ofsted-spreadsheets
SC470457,Children's home,Active,Private,Care And Management Services Limited,ofsted-spreadsheets
SC470479,Children's home,Active,Private,Beaufort Care Group,ofsted-spreadsheets
SC470585,Children's home,Active,Private,Flying Spur Limited,ofsted-spreadsheets
SC470645,Children's home,Active,Private,Surecare Residential Ltd,ofsted-spreadsheets
SC471038,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC471058,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC471153,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC471164,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC471178,Children's home,Active,Private,Dove Adolescent Services Limited,ofsted-spreadsheets
SC471581,Children's home,Active,Private,Albrighton Care Ltd,ofsted-spreadsheets
SC471672,Children's home,Active,Private,Serenity Specialist Care Limited,ofsted-spreadsheets
SC471725,Children's home,Active,Private,Aspirations Care Limited,ofsted-spreadsheets
SC471856,Children's home,Active,Private,PCT Care Services Limited,ofsted-spreadsheets
SC472060,Children's home,Active,Private,The Place Young Peoples Company,ofsted-spreadsheets
SC472102,Children's home,Active,Private,Priory Education & Children's Services,ofsted-spreadsheets
SC472139,Children's home,Active,Private,Amegreen Children's Services Limited,ofsted-spreadsheets
SC472164,Children's home,Active,Private,Amegreen Children's Services Limited,ofsted-spreadsheets
SC472325,Children's home,Active,Private,Aspireone Care Ltd,ofsted-spreadsheets
SC472465,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC472480,Children's home,Active,Private,Teen-Works Care Limited,ofsted-spreadsheets
SC472485,Residential special school (registered as a children's home),Active,Private,The Sheiling Special Education Trust,ofsted-spreadsheets
SC472680,Children's home,Active,Private,New Horizons (stockport) Ltd,ofsted-spreadsheets
SC472795,Children's home,Active,Private,Artemis Support Ltd,ofsted-spreadsheets
SC473329,Children's home,Active,Private,Amegreen Children's Services Limited,ofsted-spreadsheets
SC473375,Children's home,Active,Private,Continuum Support - Care Services Ltd,ofsted-spreadsheets
SC473404,Children's home,Active,Private,Back on Track Children's Services SE Ltd,ofsted-spreadsheets
SC473460,Children's home,Active,Private,Kattz Ltd,ofsted-spreadsheets
SC473473,Children's home,Active,Private,Nestlings Care Ltd,ofsted-spreadsheets
SC473475,Children's home,Active,Private,New Horizons (nw) Ltd,ofsted-spreadsheets
SC473631,Children's home,Active,Private,Priory Education & Children's Services,ofsted-spreadsheets
SC473639,Children's home,Active,Private,Area Camden Limited,ofsted-spreadsheets
SC473699,Children's home,Active,Private,Unique Care Homes Support Limited,ofsted-spreadsheets
SC473877,Children's home,Active,Private,Pilgrims Corner Limited,ofsted-spreadsheets
SC473891,Children's home,Active,Private,Pilgrims Corner Limited,ofsted-spreadsheets
SC474041,Children's home,Active,Private,New Horizons Childcare Ltd,ofsted-spreadsheets
SC474050,Children's home,Active,Private,New Horizons Childcare Ltd,ofsted-spreadsheets
SC474150,Children's home,Active,Private,Benjamin Uk Ltd,ofsted-spreadsheets
SC474179,Children's home,Active,Private,Acorn Children's Home (Burton) Ltd,ofsted-spreadsheets
SC474724,Children's home,Active,Private,Steps 4 Life Care Ltd,ofsted-spreadsheets
SC474782,Children's home,Active,Private,Reflexion Care Group Limited,ofsted-spreadsheets
SC474894,Children's home,Active,Private,A Wilderness Way Ltd,ofsted-spreadsheets
SC475088,Children's home,Active,Private,Shalamar Children Limited,ofsted-spreadsheets
SC475323,Children's home,Active,Private,Horizon Care And Education Group Limited,ofsted-spreadsheets
SC475335,Children's home,Active,Private,Blue Mountain Homes Ltd,ofsted-spreadsheets
SC475347,Children's home,Active,Private,Horizon Care And Education Group Limited,ofsted-spreadsheets
SC475680,Children's home,Active,Private,Witherslack Group Ltd,ofsted-spreadsheets
SC475689,Children's home,Active,Private,Witherslack Group Ltd,ofsted-spreadsheets
SC475697,Children's home,Active,Private,Witherslack Group Ltd,ofsted-spreadsheets
SC475703,Children's home,Active,Private,Witherslack Group Ltd,ofsted-spreadsheets
SC475706,Children's home,Active,Private,Witherslack Group Ltd,ofsted-spreadsheets
SC475710,Children's home,Active,Private,Witherslack Group Ltd,ofsted-spreadsheets
SC475715,Children's home,Active,Private,Witherslack Group Ltd,ofsted-spreadsheets
SC475723,Children's home,Active,Private,Witherslack Group Ltd,ofsted-spreadsheets
SC475748,Children's home,Active,Private,Witherslack Group Ltd,ofsted-spreadsheets
SC476008,Children's home,Active,Private,Footsteps A Path To Change 08 Limited,ofsted-spreadsheets
SC476069,Children's home,Active,Private,Merryvale Children's Home Limited,ofsted-spreadsheets
SC476083,Children's home,Active,Private,Radical Services Ltd,ofsted-spreadsheets
SC476185,Residential special school (registered as a children's home),Resigned,Private,Inmind Childrens Services Limited,ofsted-spreadsheets
SC476231,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC476236,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC476249,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC476251,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC476252,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC476259,Children's home,Resigned,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC476261,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC476262,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC476267,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC476270,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC476271,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC476286,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC476289,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC476292,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC476303,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC476326,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC476486,Children's home,Active,Private,Priory Education & Children's Services,ofsted-spreadsheets
SC476512,Children's home,Active,Private,Highfield (North East) Limited,ofsted-spreadsheets
SC476570,Children's home,Active,Private,Castle Homes Care Ltd,ofsted-spreadsheets
SC476587,Children's home,Active,Private,Headstart Care LLP,ofsted-spreadsheets
SC476602,Children's home,Active,Private,Duty of Care Limited,ofsted-spreadsheets
SC476795,Children's home,Active,Private,Priory New Education Services Limited 07221650,ofsted-spreadsheets
SC476868,Children's home,Active,Private,Cherish Childrens Care Limited,ofsted-spreadsheets
SC476944,Children's home,Active,Private,Blackford Education (schools) Ltd,ofsted-spreadsheets
SC476990,Children's home,Active,Private,Priory Education Services Limited 06244880,ofsted-spreadsheets
SC477031,Children's home,Active,Private,Spark Of Genius North East Llp,ofsted-spreadsheets
SC477040,Children's home,Active,Private,Plus One (South West) Ltd,ofsted-spreadsheets
SC477121,Children's home,Resigned,Private,ABC Children's Homes Limited,ofsted-spreadsheets
SC477209,Children's home,Active,Private,Crystal Care Solutions Limited Company Number 05952454,ofsted-spreadsheets
SC477724,Children's home,Active,Private,Crystal Care Solutions Limited Company Number 05952454,ofsted-spreadsheets
SC477726,Children's home,Active,Private,Crystal Care Solutions Limited Company Number 05952454,ofsted-spreadsheets
SC477796,Children's home,Active,Private,N H Care Limited 6038073,ofsted-spreadsheets
SC477853,Children's home,Active,Private,Inspire Childrens Services Limited,ofsted-spreadsheets
SC477900,Children's home,Active,Private,Care Focus Limited,ofsted-spreadsheets
SC477939,Children's home,Active,Private,Meadows Care Ltd,ofsted-spreadsheets
SC478001,Children's home,Active,Private,Longdon Hall School Limited,ofsted-spreadsheets
SC478134,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC478152,Children's home,Active,Private,Phoenix Learning And Care Ltd,ofsted-spreadsheets
SC478315,Children's home,Active,Private,The Serendipity Centre Limited,ofsted-spreadsheets
SC478468,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC478616,Children's home,Active,Private,Acorn Homes (uk) Ltd,ofsted-spreadsheets
SC478707,Children's home,Active,Private,ERA Care Limited 5921904,ofsted-spreadsheets
SC478852,Children's home,Active,Private,Roundhouse Care Ltd,ofsted-spreadsheets
SC478986,Children's home,Active,Private,Esland North Limited,ofsted-spreadsheets
SC478991,Children's home,Active,Private,Esland North Limited,ofsted-spreadsheets
SC479230,Children's home,Active,Private,Platform Childcare Ltd,ofsted-spreadsheets
SC479281,Children's home,Active,Private,Howard House Care Limited,ofsted-spreadsheets
SC479596,Children's home,Active,Private,Tree House Care Fostering Solutions Ltd,ofsted-spreadsheets
SC479632,Children's home,Active,Private,Hopscotch Care Limited,ofsted-spreadsheets
SC479645,Children's home,Resigned,Private,PCT Care Services Limited,ofsted-spreadsheets
SC479647,Children's home,Active,Private,Hexagon Care Services Limited,ofsted-spreadsheets
SC479649,Children's home,Active,Private,Hexagon Care Services Limited,ofsted-spreadsheets
SC479650,Children's home,Active,Private,Hexagon Care Services Limited,ofsted-spreadsheets
SC479654,Children's home,Active,Private,Hexagon Care Services Limited,ofsted-spreadsheets
SC479776,Children's home,Active,Private,Family Child Care Ltd,ofsted-spreadsheets
SC480075,Children's home,Active,Private,Safe Base Care Limited,ofsted-spreadsheets
SC480086,Children's home,Active,Private,Hexagon Care Services Limited,ofsted-spreadsheets
SC480161,Children's home,Active,Private,Hexagon Care Services Limited,ofsted-spreadsheets
SC480240,Children's home,Active,Private,Hexagon Care Services Limited,ofsted-spreadsheets
SC480318,Children's home,Active,Private,Bryn Melyn Care,ofsted-spreadsheets
SC480422,Children's home,Active,Private,Witherslack Group Ltd,ofsted-spreadsheets
SC480429,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
SC480594,Children's home,Active,Private,Crystal Care Solutions Limited Company Number 05952454,ofsted-spreadsheets
SC480655,Children's home,Active,Private,The Place Young Peoples Company,ofsted-spreadsheets
SC480671,Children's home,Active,Private,Hexagon Care Services Limited,ofsted-spreadsheets
SC480678,Children's home,Active,Private,Hexagon Care Services Limited,ofsted-spreadsheets
SC480681,Children's home,Active,Private,Hexagon Care Services Limited,ofsted-spreadsheets
SC480704,Children's home,Active,Private,Hexagon Care Services Limited,ofsted-spreadsheets
SC480705,Children's home,Active,Private,Arc Hd Services Ltd,ofsted-spreadsheets
SC480840,Children's home,Active,Private,Hexagon Care Services Limited,ofsted-spreadsheets
