URN,Provision type,Registration Status,Sector,Owner,Source
1027158,Children's home,Active,Private,Unique Care Homes Support Limited,ofsted-spreadsheets
1027164,Children's home,Active,Private,Care 4 Children Residential Services Ltd,ofsted-spreadsheets
1155761,Children's home,Active,Private,Carbrey Care Ltd,ofsted-spreadsheets
1155775,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
1155780,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
1156098,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
1156103,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
1159258,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
1159272,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
1159385,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
1159397,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
1159763,Children's home,Active,Private,Witherslack Group Ltd,ofsted-spreadsheets
1159868,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
1159884,Children's home,Active,Private,Spark Of Genius North East Llp,ofsted-spreadsheets
1159903,Children's home,Active,Private,Holistic Approach Ltd,ofsted-spreadsheets
1164089,Children's home,Active,Private,Broadwood Residential Limited,ofsted-spreadsheets
1164379,Children's home,Active,Private,Icare Children's Services Ltd,ofsted-spreadsheets
1179497,Children's home,Resigned,Private,Paramount Care And Safety Ltd,ofsted-spreadsheets
1183069,Children's home,Active,Private,Priory Education Services Limited 06244880,ofsted-spreadsheets
1183173,Children's home,Active,Private,Tlc Youth Care Limited,ofsted-spreadsheets
1183197,Children's home,Active,Private,Keswick Care Limited,ofsted-spreadsheets
1183605,Children's home,Active,Private,Lonsdale Care Ltd,ofsted-spreadsheets
1183621,Children's home,Active,Private,A & T Home Limited,ofsted-spreadsheets
1183799,Children's home,Active,Private,Quality Care Homes (uk) Limited,ofsted-spreadsheets
1183826,Children's home,Active,Private,Sunderland Care And Support Limited,ofsted-spreadsheets
1183911,Residential special school (registered as a children's home),Active,Private,Young Foundations Limited,ofsted-spreadsheets
1183936,Children's home,Active,Private,Acorn Homes (uk) Ltd,ofsted-spreadsheets
1183937,Children's home,Active,Private,owned by an individual,ofsted-spreadsheets
1184093,Children's home,Active,Private,Sandcastle Care Ltd,ofsted-spreadsheets
1185488,Children's home,Active,Private,Kennet Care Limited,ofsted-spreadsheets
1185539,Children's home,Resigned,Private,Broadwood Residential Ltd,ofsted-spreadsheets
1185765,Children's home,Active,Private,Horizon Care And Education Group Limited,ofsted-spreadsheets
1185768,Children's home,Active,Private,South West Mental Health Ltd,ofsted-spreadsheets
1185828,Children's home,Active,Private,Next Stage 4 Life,ofsted-spreadsheets
1205501,Children's home,Active,Private,Castle Homes Care Ltd,ofsted-spreadsheets
1211772,Children's home,Active,Private,Priory Education Services Limited 06244880,ofsted-spreadsheets
1212094,Children's home,Active,Private,Hexagon Care Services Limited,ofsted-spreadsheets
1212117,Children's home,Active,Private,Pathway Care Solutions Ltd 04004053,ofsted-spreadsheets
1212704,Children's home,Active,Private,Hexagon Care Services Limited,ofsted-spreadsheets
1212708,Children's home,Active,Private,Pathway Care Solutions Ltd 04004053,ofsted-spreadsheets
1213416,Children's home,Active,Private,Reflexion Care Group Limited,ofsted-spreadsheets
1213828,Children's home,Active,Private,Inspire Childrens Services Limited,ofsted-spreadsheets
1214266,Children's home,Active,Private,Platform Childcare Ltd,ofsted-spreadsheets
1214270,Children's home,Active,Private,Esland North Limited,ofsted-spreadsheets
1214396,Children's home,Active,Private,River Valley Care Ltd,ofsted-spreadsheets
1214688,Children's home,Active,Private,Headway House Limited,ofsted-spreadsheets
1215521,Children's home,Active,Private,Resolute Care Ltd,ofsted-spreadsheets
1216505,Children's home,Active,Private,Hennessy Living Group Ltd,ofsted-spreadsheets
1220887,Children's home,Active,Private,Hygge Care Limited,ofsted-spreadsheets
1221357,Children's home,Active,Private,Hexagon Care Services Limited,ofsted-spreadsheets
1221437,Children's home,Active,Private,Potensial Ltd,ofsted-spreadsheets
1221700,Children's home,Active,Private,Hexagon Care Services Limited,ofsted-spreadsheets
1222089,Children's home,Active,Private,Platinum Services For Children (residential Care) Ltd,ofsted-spreadsheets
1223491,Children's home,Active,Private,Bryn Melyn Care,ofsted-spreadsheets
1223501,Children's home,Active,Private,Hexagon Care Services Limited,ofsted-spreadsheets
1223681,Children's home,Active,Private,Sandcastle Care Ltd,ofsted-spreadsheets
1224093,Children's home,Active,Private,Broadwood Residential Ltd,ofsted-spreadsheets
1224251,Children's home,Active,Private,Inspire Childrens Services Limited,ofsted-spreadsheets
1224663,Children's home,Active,Private,Horizon Care And Education Group Limited,ofsted-spreadsheets
1224674,Children's home,Active,Private,Hopscotch Solutions Limited,ofsted-spreadsheets
1225136,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
1225371,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
1225887,Children's home,Active,Private,Benecare Limited,ofsted-spreadsheets
1226266,Children's home,Active,Private,Kingdom Care Childrens Homes Ltd,ofsted-spreadsheets
1226397,Children's home,Active,Private,Compass Children's Homes Ltd,ofsted-spreadsheets
1226495,Children's home,Active,Private,Kingdom Care Childrens Homes Ltd,ofsted-spreadsheets
1226612,Children's home,Active,Private,Harmony Residential Homes Ltd,ofsted-spreadsheets
1226757,Children's home,Active,Private,Potton Homes Ltd,ofsted-spreadsheets
1226975,Children's home,Active,Private,Horizon Care And Education Group Limited,ofsted-spreadsheets
1226977,Children's home,Active,Private,Moonreach Ltd,ofsted-spreadsheets
1226978,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
1227060,Residential special school (registered as a children's home),Active,Private,Cambian Autism Services Ltd,ofsted-spreadsheets
1227330,Children's home,Active,Private,Positive Outcomes Childcare Limited,ofsted-spreadsheets
1227335,Children's home,Active,Private,Exceptional Care Ltd,ofsted-spreadsheets
1227596,Children's home,Active,Private,Reflexion Care Group Limited,ofsted-spreadsheets
1227788,Children's home,Active,Private,Solent Child Care Ltd,ofsted-spreadsheets
1227869,Children's home,Active,Private,Compass Children's Homes Ltd,ofsted-spreadsheets
1228090,Children's home,Active,Private,Meadows Care Ltd,ofsted-spreadsheets
1228091,Children's home,Active,Private,Phoenix Care And Education Ltd,ofsted-spreadsheets
1228092,Children's home,Active,Private,Personal Security Service Ltd,ofsted-spreadsheets
1228191,Children's home,Active,Private,Aspireone Care Ltd,ofsted-spreadsheets
1228522,Children's home,Active,Private,Kedleston (Wood Grove Childcare) Ltd,ofsted-spreadsheets
1228919,Children's home,Active,Private,Anderida Adolescent Care,ofsted-spreadsheets
1229229,Children's home,Active,Private,Esland North Limited,ofsted-spreadsheets
1229417,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
1229534,Children's home,Active,Private,Halliwell Homes Limited,ofsted-spreadsheets
1229762,Children's home,Active,Private,Horizon Care And Education Group Limited,ofsted-spreadsheets
1229766,Residential special school (registered as a children's home),Active,Private,Aurora Care and Education Opco Limited,ofsted-spreadsheets
1230268,Children's home,Active,Private,Kites Children Service's Ltd,ofsted-spreadsheets
1230415,Children's home,Active,Private,Beacon Child Care Ltd,ofsted-spreadsheets
1230416,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
1230725,Children's home,Active,Private,Pathways Care Group Limited,ofsted-spreadsheets
1231066,Children's home,Active,Private,One To One Crisis Intervention Ltd,ofsted-spreadsheets
1231067,Children's home,Active,Private,One To One Crisis Intervention Ltd,ofsted-spreadsheets
1231311,Children's home,Active,Private,Cove Care Residential Ltd,ofsted-spreadsheets
1231399,Children's home,Active,Private,Sandcastle Care Ltd,ofsted-spreadsheets
1231404,Children's home,Active,Private,Courtyard Care Limited,ofsted-spreadsheets
1231458,Children's home,Active,Private,Sherlock Healthcare Services Ltd,ofsted-spreadsheets
1231525,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
1231812,Children's home,Active,Private,Meadows Care Ltd,ofsted-spreadsheets
1232200,Children's home,Active,Private,Total Care Matters Limited,ofsted-spreadsheets
1232271,Children's home,Active,Private,G.V Kids Ltd,ofsted-spreadsheets
1232649,Children's home,Active,Private,Artemis Support Ltd,ofsted-spreadsheets
1232650,Children's home,Active,Private,Friends Together Care Homes Ltd,ofsted-spreadsheets
1232657,Children's home,Active,Private,Compass Children's Homes Ltd,ofsted-spreadsheets
1232658,Children's home,Active,Private,Compass Children's Homes Ltd,ofsted-spreadsheets
1233003,Children's home,Resigned,Private,Beaufort Care Group,ofsted-spreadsheets
1233899,Children's home,Active,Private,Active Ark Limited,ofsted-spreadsheets
1233981,Children's home,Active,Private,Time-Out Children's Homes Limited,ofsted-spreadsheets
1234163,Children's home,Active,Private,Jamores Limited,ofsted-spreadsheets
1234166,Children's home,Active,Private,Jamores Limited,ofsted-spreadsheets
1234243,Children's home,Active,Private,Horizon Care And Education Group Limited,ofsted-spreadsheets
1234244,Children's home,Active,Private,Horizon Care And Education Group Limited,ofsted-spreadsheets
1234317,Children's home,Active,Private,Care 4 Children Residential Services Ltd,ofsted-spreadsheets
1234374,Children's home,Active,Private,Phoenix Child Care Limited,ofsted-spreadsheets
1234430,Children's home,Active,Private,Positive Pathways Limited,ofsted-spreadsheets
1234432,Children's home,Active,Private,Lytham Care Limited,ofsted-spreadsheets
1234621,Children's home,Active,Private,Priory Education Services Limited 06244880,ofsted-spreadsheets
1234624,Children's home,Active,Private,Esland North Limited,ofsted-spreadsheets
1235384,Children's home,Active,Private,New Horizons (nw) Ltd,ofsted-spreadsheets
1235576,Children's home,Active,Private,South West Childcare Services Ltd,ofsted-spreadsheets
1235653,Children's home,Active,Private,Children Of The Mangrove Limited,ofsted-spreadsheets
1235654,Children's home,Active,Private,Horizon Care And Education Group Limited,ofsted-spreadsheets
1235818,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
1236026,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
1236278,Children's home,Active,Private,Priory Education Services Limited,ofsted-spreadsheets
1236387,Children's home,Active,Private,Priory Education Services Limited,ofsted-spreadsheets
1236450,Children's home,Active,Private,CareTech Community Services Limited,ofsted-spreadsheets
1236532,Children's home,Active,Private,Calcot Services For Children,ofsted-spreadsheets
1236620,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
1236625,Children's home,Active,Private,Happy Group (UK) Limited,ofsted-spreadsheets
1236771,Children's home,Active,Private,Hexagon Care Services Limited,ofsted-spreadsheets
1236773,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
1236832,Children's home,Active,Private,Benjamin Uk Ltd,ofsted-spreadsheets
1236916,Children's home,Active,Private,Utopia Children's Services Ltd,ofsted-spreadsheets
1237027,Children's home,Active,Private,Jamores Limited,ofsted-spreadsheets
1237090,Children's home,Active,Private,Horizon Care And Education Group Limited,ofsted-spreadsheets
1237583,Children's home,Resigned,Private,Unity Residential Care Services,ofsted-spreadsheets
1238043,Children's home,Active,Private,Nurture Childcare Services Ltd,ofsted-spreadsheets
1239953,Children's home,Active,Private,Broadwood Education Services,ofsted-spreadsheets
1240269,Children's home,Active,Private,Newrays Care Services Ltd,ofsted-spreadsheets
1240397,Children's home,Active,Private,Direct Care Ltd,ofsted-spreadsheets
1240433,Children's home,Active,Private,Esland North Limited,ofsted-spreadsheets
1240449,Children's home,Active,Private,Idem Living Ltd,ofsted-spreadsheets
1240572,Children's home,Active,Private,Sandcastle Care Ltd,ofsted-spreadsheets
1240573,Children's home,Active,Private,Sandcastle Care Ltd,ofsted-spreadsheets
1240753,Children's home,Active,Private,Care 4 Children,ofsted-spreadsheets
1240754,Children's home,Active,Private,Care 4 Children,ofsted-spreadsheets
1240801,Children's home,Active,Private,Inspire Childrens Services Limited,ofsted-spreadsheets
1240802,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
1240803,Children's home,Active,Private,Care 4 Children Holdco Limited,ofsted-spreadsheets
1240840,Children's home,Active,Private,Care 4 Children Holdco Limited,ofsted-spreadsheets
1240842,Children's home,Active,Private,Care 4 Children Residential Services Ltd,ofsted-spreadsheets
1240843,Children's home,Active,Private,Care 4 Children Limited,bfn-research
1240844,Children's home,Active,Private,Care 4 Children Holdco Limited,ofsted-spreadsheets
1240883,Children's home,Active,Private,Care 4 Children Holdco Limited,ofsted-spreadsheets
1240884,Children's home,Active,Private,Care 4 Children Holdco Limited,ofsted-spreadsheets
1240936,Children's home,Active,Private,Meadows Care Ltd,ofsted-spreadsheets
1241023,Children's home,Active,Private,Treehouse Educare Limited,ofsted-spreadsheets
1241261,Children's home,Active,Private,The Place Young Peoples Company,ofsted-spreadsheets
1241263,Children's home,Active,Private,Aspire Care And Education Services,ofsted-spreadsheets
1241407,Children's home,Active,Private,Evergreen Children's Home Ltd,ofsted-spreadsheets
1241564,Children's home,Resigned,Private,MCCH,ofsted-spreadsheets
1241632,Children's home,Active,Private,Pathfinders (childcare) Ltd,ofsted-spreadsheets
1241634,Children's home,Active,Private,Future Focused Ltd,ofsted-spreadsheets
1241656,Children's home,Active,Private,Altum Residential Care Ltd,ofsted-spreadsheets
1241757,Children's home,Active,Private,Inspire Childrens Services Limited,ofsted-spreadsheets
1241776,Children's home,Active,Private,Hexagon Care Services Limited,ofsted-spreadsheets
1241785,Children's home,Active,Private,Priory Education Services Limited,ofsted-spreadsheets
1241789,Children's home,Active,Private,Horizon Care And Education Group Limited,ofsted-spreadsheets
1241836,Children's home,Active,Private,Priory Education Services Limited 06244880,ofsted-spreadsheets
1241840,Children's home,Active,Private,Wessex College,ofsted-spreadsheets
1241855,Children's home,Active,Private,Meadows Care Ltd,ofsted-spreadsheets
1241861,Children's home,Active,Private,Newrays Care Services Ltd,ofsted-spreadsheets
1241897,Children's home,Active,Private,Pathways Care Group Limited,ofsted-spreadsheets
1241939,Children's home,Active,Private,Island Choices Ltd,ofsted-spreadsheets
1241970,Children's home,Active,Private,Sandcastle Care Ltd,ofsted-spreadsheets
1241975,Children's home,Active,Private,Horizon Care And Education Group Limited,ofsted-spreadsheets
1242111,Children's home,Active,Private,Benjamin Uk Ltd,ofsted-spreadsheets
1242216,Children's home,Active,Private,Bettercare Keys Ltd,ofsted-spreadsheets
1243958,Residential special school (registered as a children's home),Active,Private,Aurora Care and Education Opco Limited,ofsted-spreadsheets
1244000,Children's home,Active,Private,CareTech Community Services Limited,ofsted-spreadsheets
1244082,Children's home,Resigned,Private,Inmind Childrens Services Limited,ofsted-spreadsheets
1244137,Children's home,Active,Private,Phoenix Learning And Care Ltd,ofsted-spreadsheets
1244160,Children's home,Active,Private,Witherslack Group Ltd,ofsted-spreadsheets
1244161,Children's home,Active,Private,Blue Mountain Homes Ltd,ofsted-spreadsheets
1244280,Children's home,Active,Private,Witherslack Group Ltd,ofsted-spreadsheets
1244283,Children's home,Active,Private,Sandcastle Care Ltd,ofsted-spreadsheets
1244287,Children's home,Active,Private,Roc Northwest Ltd,ofsted-spreadsheets
1244350,Children's home,Active,Private,Holly Lodge Home Limited,ofsted-spreadsheets
1244384,Children's home,Active,Private,Blackford Education (schools) Ltd,ofsted-spreadsheets
1244386,Children's home,Active,Private,Sankofa Care Ltd,bfn-research
1244413,Children's home,Active,Private,No. 57 Limited,bfn-research
1244460,Children's home,Active,Private,Holistic Approach Ltd,ofsted-spreadsheets
1244493,Children's home,Active,Private,Stepping Stone Children's Homes Ltd,ofsted-spreadsheets
1244527,Children's home,Active,Private,Witherslack Group Ltd,ofsted-spreadsheets
1244881,Children's home,Active,Private,Time-Out Children's Homes Limited,ofsted-spreadsheets
1245002,Children's home,Resigned,Private,Aurora Care and Education Opco Limited,ofsted-spreadsheets
1245390,Children's home,Active,Private,Dmr Services Limited,ofsted-spreadsheets
1245565,Children's home,Active,Private,Esland North Limited,ofsted-spreadsheets
1245569,Children's home,Active,Private,Crossways Care Ltd,ofsted-spreadsheets
1245572,Children's home,Active,Private,Horizon Care And Education Group Limited,ofsted-spreadsheets
1245823,Children's home,Active,Private,CareTech Community Services Limited,ofsted-spreadsheets
1245829,Children's home,Active,Private,Resolute Care Ltd,ofsted-spreadsheets
1245979,Children's home,Active,Private,Priory Education Services Limited 06244880,ofsted-spreadsheets
1245980,Children's home,Active,Private,Priory Education Services Limited 06244880,ofsted-spreadsheets
1245981,Children's home,Active,Private,Priory Education Services Limited 06244880,ofsted-spreadsheets
1245982,Children's home,Active,Private,Priory Education Services Limited 06244880,ofsted-spreadsheets
1245984,Children's home,Active,Private,Priory Education Services Limited 06244880,ofsted-spreadsheets
1246331,Children's home,Active,Private,My3 Ltd,ofsted-spreadsheets
1246449,Children's home,Active,Private,New Forest Care Ltd,ofsted-spreadsheets
1246521,Children's home,Active,Private,Hillcrest Children's Services Ltd,ofsted-spreadsheets
1246831,Children's home,Active,Private,Beaufort Care Group,ofsted-spreadsheets
1246834,Children's home,Active,Private,The Amicus Community Arundel Limited,ofsted-spreadsheets
1247144,Children's home,Active,Private,Haven Care Group Limited,ofsted-spreadsheets
1247212,Children's home,Active,Private,Exceptional Care Ltd,ofsted-spreadsheets
1247244,Children's home,Active,Private,Watermead Care Ltd,ofsted-spreadsheets
1247384,Children's home,Active,Private,Solent Child Care Ltd,ofsted-spreadsheets
1247390,Children's home,Active,Private,Partnerships In Care 1 Limited,ofsted-spreadsheets
1247491,Children's home,Active,Private,Keys Care Limited,ofsted-spreadsheets
1247559,Children's home,Active,Private,Witherslack Group Ltd,ofsted-spreadsheets
1247560,Children's home,Active,Private,Witherslack Group Ltd,ofsted-spreadsheets
1247670,Children's home,Active,Private,West Cumbria Care And Support,ofsted-spreadsheets
1247764,Children's home,Active,Private,Compass Children's Homes Ltd,ofsted-spreadsheets
1247765,Children's home,Active,Private,Compass Children's Homes Ltd,ofsted-spreadsheets
1247773,Children's home,Active,Private,Bettercare Keys Ltd,ofsted-spreadsheets
1247776,Children's home,Active,Private,Bettercare Keys Ltd,ofsted-spreadsheets
1248043,Children's home,Active,Private,Keys Care Limited,ofsted-spreadsheets
1248071,Children's home,Active,Private,South West Childcare Services Ltd,ofsted-spreadsheets
1248509,Children's home,Active,Private,Good News Nwk Ltd,ofsted-spreadsheets
1248773,Children's home,Active,Private,Resilience North East Limited,ofsted-spreadsheets
1248979,Children's home,Active,Private,Little Belsteads Care Home Limited,ofsted-spreadsheets
1249031,Children's home,Active,Private,Bettercare Keys Ltd,ofsted-spreadsheets
1249034,Children's home,Active,Private, Searchlight Care Services Ltd,bfn-research
1249035,Children's home,Active,Private,Care 4 Children Residential Services Ltd,ofsted-spreadsheets
1249111,Children's home,Active,Private,Serenity Care Homes Ltd,ofsted-spreadsheets
1249115,Children's home,Active,Private,Care 4 Children Residential Services Ltd,ofsted-spreadsheets
1249118,Children's home,Resigned,Private,Searchlight Care Services Ltd,bfn-research
1249123,Children's home,Active,Private,Reflexion Care Group Limited,ofsted-spreadsheets
1249183,Children's home,Active,Private,Horizon Care And Education Group Limited,ofsted-spreadsheets
1249184,Children's home,Active,Private,Horizon Care And Education Group Limited,ofsted-spreadsheets
1249196,Children's home,Active,Private,Headway Adolescent Resources Ltd,ofsted-spreadsheets
1249259,Children's home,Active,Private,Priory Education Services Limited,ofsted-spreadsheets
1249264,Children's home,Active,Private,Radical Services Ltd,ofsted-spreadsheets
1249326,Children's home,Active,Private,Unity Residential Care Services,ofsted-spreadsheets
1249715,Children's home,Active,Private,Priory Education Services Limited 06244880,ofsted-spreadsheets
1249787,Children's home,Active,Private,One To One Crisis Intervention Ltd,ofsted-spreadsheets
1250035,Children's home,Active,Private,Building Bridges Care Homes Ltd,ofsted-spreadsheets
1250039,Children's home,Active,Private,The Place Young Peoples Company,ofsted-spreadsheets
1250186,Children's home,Active,Private,Care 4 Children Residential Services Limited,bfn-research
1250194,Children's home,Active,Private,My Choice Children's Homes Ltd,ofsted-spreadsheets
1250196,Children's home,Active,Private,First 4 Care Limited,bfn-research
1250253,Children's home,Active,Private,Achieving Aspirations Community Interest Company,ofsted-spreadsheets
1250287,Children's home,Active,Private,Acorn Children's Home (Burton) Ltd,ofsted-spreadsheets
1250521,Children's home,Active,Private,Acorn Homes (uk) Ltd,ofsted-spreadsheets
1250902,Children's home,Active,Private,Calcot Services For Children Limited,ofsted-spreadsheets
1250915,Children's home,Active,Private,Meadows Care Ltd,ofsted-spreadsheets
1250931,Children's home,Active,Private,Compass Children's Homes Ltd,ofsted-spreadsheets
1251076,Children's home,Active,Private,Horizon Care And Education Group Limited,ofsted-spreadsheets
1251364,Children's home,Active,Private,Area Camden Ltd,ofsted-spreadsheets
1251947,Children's home,Active,Private,Haven Care Group Limited,ofsted-spreadsheets
1252023,Children's home,Active,Private,Tjunction Children's Services Limited,ofsted-spreadsheets
1252095,Children's home,Active,Private,Inspire Childrens Services Limited,ofsted-spreadsheets
1252120,Children's home,Active,Private,Paddock House Limited,ofsted-spreadsheets
1252125,Children's home,Active,Private,Choices Home For Children Limited,ofsted-spreadsheets
1252937,Children's home,Active,Private,Compass Children's Homes Ltd,ofsted-spreadsheets
1253008,Children's home,Active,Private,Esland North Limited,ofsted-spreadsheets
1253501,Children's home,Active,Private,Horizon Care And Education Group Limited,ofsted-spreadsheets
1253583,Children's home,Active,Private,Wessex College,ofsted-spreadsheets
1253623,Children's home,Active,Private,The Spring Children's And Transitional Care Ltd,ofsted-spreadsheets
1253711,Children's home,Active,Private,Beacon Child Care Limited,bfn-research
1253716,Children's home,Active,Private,Compass Children's Homes Ltd,ofsted-spreadsheets
1253975,Children's home,Active,Private,Oaktree Childcare Ltd,ofsted-spreadsheets
1254055,Children's home,Active,Private,Sandcastle Care Ltd,ofsted-spreadsheets
1254109,Children's home,Active,Private,Advising Health And Social-Care Limited,ofsted-spreadsheets
1254258,Children's home,Active,Private,Witherslack Group Ltd,ofsted-spreadsheets
1254308,Children's home,Active,Private,Homes2inspire Limited,ofsted-spreadsheets
1254371,Children's home,Active,Private,Resilience North East Limited,bfn-research
1254555,Children's home,Active,Private,Next Stage 4 Life,ofsted-spreadsheets
1254701,Children's home,Active,Private,Smartcare Services Ltd,ofsted-spreadsheets
1254740,Children's home,Active,Private,South West Childcare Services Ltd,ofsted-spreadsheets
1254745,Children's home,Active,Private,Homes2inspire Limited,ofsted-spreadsheets
1254864,Children's home,Active,Private,Homes2inspire Limited,ofsted-spreadsheets
1255095,Children's home,Active,Private,Exitus Childrens Care Ltd,ofsted-spreadsheets
1255139,Children's home,Active,Private,Homes2inspire Limited,ofsted-spreadsheets
1255147,Children's home,Active,Private,Bryn Melyn Care,ofsted-spreadsheets
1255407,Children's home,Active,Private,Phoenix Learning and Care Ltd,bfn-research
1255520,Children's home,Active,Private,Sandcastle Care Ltd,ofsted-spreadsheets
1255743,Children's home,Active,Private,Homes2inspire Limited,ofsted-spreadsheets
1255744,Children's home,Active,Private,Homes2inspire Limited,ofsted-spreadsheets
1255745,Children's home,Active,Private,Homes2Inspire Limited,bfn-research
1255746,Children's home,Active,Private,Homes2inspire Limited,ofsted-spreadsheets
1255747,Children's home,Active,Private,Homes2inspire Limited,ofsted-spreadsheets
1255748,Children's home,Active,Private,Homes2inspire Limited,ofsted-spreadsheets
1255796,Children's home,Active,Private,Bettercare Keys Ltd,ofsted-spreadsheets
1256058,Children's home,Active,Private,Homes2inspire Limited,ofsted-spreadsheets
1256059,Children's home,Active,Private,Homes2inspire Limited,ofsted-spreadsheets
1256060,Children's home,Active,Private,Homes2inspire Limited,ofsted-spreadsheets
1256061,Children's home,Active,Private,Homes2Inspire Limited,bfn-research
1256134,Children's home,Active,Private,Roc Northwest Ltd,ofsted-spreadsheets
1256135,Children's home,Active,Private,Homes2inspire Limited,ofsted-spreadsheets
1256364,Children's home,Active,Private,The Good Support Group Ltd,bfn-research
1256365,Children's home,Resigned,Private,Bettercare Keys Ltd,ofsted-spreadsheets
1256367,Children's home,Active,Private,Homes2inspire Limited,bfn-research
1256404,Children's home,Active,Private,Homes2inspire Limited,ofsted-spreadsheets
1256417,Children's home,Active,Private,Acorn Homes (UK) Limited,bfn-research
1256452,Children's home,Active,Private,Surecare Residential Ltd,ofsted-spreadsheets
1256608,Children's home,Active,Private,First 4 Care Limited,bfn-research
1256610,Children's home,Active,Private,Homes2inspire Limited,ofsted-spreadsheets
1256639,Children's home,Active,Private,Utopia ChildrenÕs Services Ltd,bfn-research
1256658,Children's home,Active,Private,Lytham Care Limited,bfn-research
1256771,Children's home,Active,Private,Phoenix Learning And Care Ltd,bfn-research
1256795,Children's home,Active,Private,Horizon Care And Education Group Limited,ofsted-spreadsheets
1256904,Children's home,Active,Private,Next Stage 4 Life,ofsted-spreadsheets
1256912,Children's home,Active,Private,Parkview Care (Broadstairs) Limited,bfn-research
1256973,Children's home,Active,Private,Cameron And Cooper Limited,bfn-research
1257013,Children's home,Active,Private,Esland North Limited,bfn-research
1257022,Children's home,Active,Private,Children Assisted in a Real Environment (care) Ltd,bfn-research
1257101,Children's home,Active,Private,The Drive Care Homes Limited,bfn-research
1257182,Children's home,Active,Private,Curam Domi Solutions Ltd,bfn-research
1257739,Children's home,Active,Private,Care 4 Children Residential Services Ltd,bfn-research
1257740,Children's home,Active,Private,Orchard Children Homes Limited,bfn-research
1257796,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
1258026,Children's home,Active,Private,Stanfield Care Services Limited,bfn-research
1258091,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
1258092,Children's home,Active,Private,Cambian Childcare Ltd,ofsted-spreadsheets
1258095,Children's home,Active,Private,Hillcrest Childrens Services (2) Limited,ofsted-spreadsheets
1258134,Children's home,Active,Private,Homes2inspire Limited,bfn-research
1258199,Children's home,Active,Private,Acorn Homes (UK) Limited,bfn-research
1258276,Children's home,Active,Private,Achieving Aspirations Community Interest Company,ofsted-spreadsheets
1258343,Children's home,Active,Private,New Forest Care Ltd,bfn-research
1258434,Children's home,Active,Private,Horizon Care and Education Group Limited,bfn-research
1258658,Children's home,Active,Private,Personal Security Service Ltd,bfn-research
1258769,Children's home,Active,Private,Roc Northwest Ltd,ofsted-spreadsheets
1258770,Children's home,Active,Private,Aurora Care Young PeopleÕs Services,bfn-research
1258831,Children's home,Active,Private,Arc HD Services Ltd,bfn-research
1258893,Children's home,Active,Private,Swan Cottage Limited,bfn-research
1258894,Children's home,Active,Private,Happy Children Home Limited,bfn-research
1259061,Children's home,Active,Private,Outbound Care Ltd,bfn-research
1259216,Children's home,Active,Private,One To One Crisis Intervention Limited,bfn-research
1259508,Children's home,Active,Private,Hillcrest ChildrenÕs Services Limited,bfn-research
1259551,Children's home,Active,Private,Semi-Independent House Limited,bfn-research
1261138,Children's home,Active,Private,New Horizons (Stockport) Ltd,bfn-research
1262657,Children's home,Active,Private,Sandcastle Care Ltd,bfn-research
1262935,Children's home,Active,Private,A Wilderness Way Ltd,bfn-research
1263084,Children's home,Active,Private,Aurora Asd Ltd,bfn-research
1263120,Children's home,Active,Private,Apex ChildrenÕs Services Limited,bfn-research
1263124,Children's home,Active,Private,Autonomy Plus Limited,bfn-research
1263126,Children's home,Active,Private,Active Ark Limited,bfn-research
1263199,Children's home,Active,Private,Witherslack Group Ltd,bfn-research
1263201,Children's home,Active,Private,Pathway Care Solutions II Ltd,bfn-research
1263270,Children's home,Active,Private,Priory Education Services Limited 06244880,ofsted-spreadsheets
1263329,Children's home,Active,Private,Albrighton Care Limited,bfn-research
1263673,Children's home,Active,Private,Inspire Social Care Services Limited,bfn-research
1263776,Children's home,Active,Private,Clover Childcare Services Ltd,bfn-research
1264016,Children's home,Active,Private,Care 2 Share Limited,bfn-research
